step,mark_price,index_price,funding_rate,cum_funding,insurance_fund,liquidations,positions_alive,insolvent,iota_violated,leverage_violated
56,38371.66666666666,38333.33333333333,0.0009999999999998736,0.030499999999992852,100000.0,0,40,False,False,False
57,38632.34374999999,38593.75,0.0009999999999998114,0.031499999999992666,100000.0,0,40,False,False,False
58,38893.020833333336,38854.16666666667,0.0009999999999999374,0.032499999999992604,100000.0,0,40,False,False,False
59,39153.69791666666,39114.58333333333,0.0009999999999998762,0.03349999999999248,100000.0,0,40,False,False,False
60,39414.37499999999,39375.0,0.0009999999999998153,0.034499999999992294,100000.0,0,40,False,False,False
61,39675.052083333336,39635.41666666667,0.0009999999999999387,0.03549999999999223,100000.0,0,40,False,False,False
62,39935.72916666666,39895.83333333333,0.0009999999999998786,0.03649999999999211,100000.0,0,40,False,False,False
63,40196.40624999999,40156.25,0.0009999999999998187,0.03749999999999193,100000.0,0,40,False,False,False
64,40457.083333333336,40416.66666666667,0.00099999999999994,0.03849999999999187,100000.0,0,40,False,False,False
65,40717.76041666666,40677.08333333333,0.000999999999999881,0.03949999999999175,100000.0,0,40,False,False,False
66,40978.43749999999,40937.5,0.0009999999999998222,0.04049999999999157,100000.0,0,40,False,False,False
67,41239.114583333336,41197.91666666667,0.000999999999999941,0.04149999999999151,100000.0,0,40,False,False,False
68,41499.79166666666,41458.33333333333,0.0009999999999998831,0.04249999999999139,100000.0,0,40,False,False,False
69,41760.46874999999,41718.75,0.0009999999999998257,0.04349999999999122,100000.0,0,40,False,False,False
70,42021.145833333336,41979.16666666667,0.0009999999999999421,0.044499999999991165,100000.0,0,40,False,False,False
71,42281.82291666666,42239.58333333333,0.0009999999999998853,0.04549999999999105,100000.0,0,40,False,False,False
