run,step,mark_price,index_price,funding_rate,cumulative_funding_index,oi_long,oi_short,insurance_fund_balance,liquidations_this_step,total_liquidations,total_collateral_locked,protocol_insolvent,funding_paid_longs,funding_received_longs
0,38,54042.16082072882,54326.79486229856,-0.0041544079761837325,0.8791361077887474,121916.72130451255,78016.70447014303,100375.0,0,5,25000.0,0,6011.276700627972,9848.812578970168
0,39,53091.129081286155,53057.907180635724,-0.005239293838173086,0.8738968139505743,121916.72130451255,78016.70447014303,100375.0,0,5,25000.0,0,6011.276700627972,10487.570105671166
0,40,53062.34635446074,54452.14341431884,0.0006261441963273644,0.8745229581469016,121916.72130451255,73016.70447014303,100375.0,0,5,25000.0,0,6087.614148108053,10487.570105671166
0,41,54394.51079959165,54037.71169692411,-0.0075,0.8670229581469017,121916.72130451255,73016.70447014303,100375.0,0,5,25000.0,0,6087.614148108053,11401.94551545501
0,42,54879.44835931475,53995.756859863606,0.0066027796415340555,0.8736257377884358,121916.72130451255,73016.70447014303,100375.0,0,5,25000.0,0,6892.60339350007,11401.94551545501
0,43,54800.14846057028,53279.50421789079,0.0075,0.8811257377884357,121916.72130451255,83784.40658855665,100375.0,0,5,25000.0,0,7806.978803283913,11401.94551545501
0,44,55027.589995899994,53273.24315001637,0.0075,0.8886257377884357,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,8721.354213067758,11401.94551545501
0,45,55672.3872846919,56291.88305159624,0.0075,0.8961257377884356,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,9635.729622851602,11401.94551545501
0,46,55749.298784037055,56267.46796128137,-0.0075,0.8886257377884357,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,9635.729622851602,12316.320925238855
0,47,55664.59077871486,56778.07475862718,-0.0075,0.8811257377884357,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,9635.729622851602,13230.6963350227
0,48,55155.8483403277,55575.327637382004,-0.0075,0.8736257377884358,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,9635.729622851602,14145.071744806544
0,49,55359.28237826851,54003.76282326312,-0.0075,0.8661257377884358,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,9635.729622851602,15059.447154590389
0,50,55342.663843136186,53689.69466616624,0.0075,0.8736257377884358,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,10550.105032635447,15059.447154590389
0,51,55525.09113626566,54378.156709596245,0.0075,0.8811257377884357,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,11464.480442419292,15059.447154590389
0,52,55426.102764527066,54662.348060075325,0.0075,0.8886257377884357,121916.72130451255,63784.40658855665,100375.0,0,5,25000.0,0,12378.855852203136,15059.447154590389
0,53,55263.554748623814,55114.75605172497,0.0075,0.8961257377884356,151226.33030774078,63784.40658855665,100375.0,0,5,25000.0,0,13293.23126198698,15059.447154590389
0,54,55496.929449683426,55863.922352528,0.0026997977956972857,0.8988255355841329,151226.33030774078,63784.40658855665,100375.0,0,5,25000.0,0,13701.51177520321,15059.447154590389
0,55,55584.80026085547,56943.89516472377,-0.006569408079308797,0.8922561275048241,151226.33030774078,71992.39405176099,100375.0,0,5,25000.0,0,13701.51177520321,16052.914630718282
0,56,55679.65521697454,57682.296011313374,-0.0075,0.8847561275048241,151226.33030774078,71992.39405176099,100375.0,0,5,25000.0,0,13701.51177520321,17187.112108026337
0,57,56356.963803889725,56458.11535701588,-0.0075,0.8772561275048242,151226.33030774078,95818.7598794824,100375.0,0,5,25000.0,0,13701.51177520321,18321.30958533439
0,58,56111.50949346807,54871.67291235059,-0.0017916211422665579,0.8754645063625576,151226.33030774078,99288.41852694353,100375.0,0,5,25000.0,0,13701.51177520321,18592.249875981124
0,59,55502.16386731852,54439.88371438713,0.0075,0.8829645063625575,151226.33030774078,99288.41852694353,100375.0,0,5,25000.0,0,14835.709252511266,18592.249875981124
0,60,55987.37214717907,55367.612858130284,0.0075,0.8904645063625575,151226.33030774078,84288.41852694353,100375.0,0,5,25000.0,0,15969.906729819322,18592.249875981124
0,61,55349.56580255092,54468.449202889344,0.0075,0.8979645063625574,151226.33030774078,84288.41852694353,100375.0,0,5,25000.0,0,17104.104207127377,18592.249875981124
0,62,55105.14725119825,54867.048958475956,0.0075,0.9054645063625574,160704.06446663474,84288.41852694353,100375.0,0,5,25000.0,0,18238.30168443543,18592.249875981124
0,63,55686.13270432903,55116.37970640741,0.004339549825296594,0.909804056187854,160704.06446663474,84288.41852694353,100375.0,0,5,25000.0,0,18935.68497931607,18592.249875981124
0,64,55245.28730480149,55251.629116879456,0.0075,0.9173040561878539,160704.06446663474,84288.41852694353,100375.0,0,5,25000.0,0,20140.96546281583,18592.249875981124
0,65,55319.04051643244,54152.38852333002,-0.00011478054456190655,0.917189275643292,160704.06446663474,84288.41852694353,100375.0,0,5,25000.0,0,20140.96546281583,18610.695576013917
0,66,55405.009516696344,53526.744725891906,0.0075,0.924689275643292,180072.86743479187,84288.41852694353,100375.0,0,5,25000.0,0,21346.24594631559,18610.695576013917
0,67,54567.84080379538,54155.097894531405,0.0075,0.9321892756432919,180072.86743479187,84288.41852694353,100375.0,0,5,25000.0,0,22696.79245207653,18610.695576013917
0,68,54974.96453526508,52954.32022551082,0.0075,0.9396892756432919,180072.86743479187,84288.41852694353,100375.0,0,5,25000.0,0,24047.33895783747,18610.695576013917
0,69,54731.93199951618,54133.019481156836,0.0075,0.9471892756432918,180072.86743479187,91936.22189287728,100375.0,0,5,25000.0,0,25397.88546359841,18610.695576013917
0,70,53927.723490090575,53973.268978364446,0.0075,0.9546892756432918,180072.86743479187,91936.22189287728,100375.0,0,5,25000.0,0,26748.43196935935,18610.695576013917
0,71,53905.47006891189,55155.14184028685,-0.0008438526910817214,0.9538454229522101,180072.86743479187,91936.22189287728,100375.0,0,5,25000.0,0,26748.43196935935,18762.650549789567
0,72,54539.00797808998,54983.465150722666,-0.0075,0.9463454229522101,180072.86743479187,91936.22189287728,100375.0,0,5,25000.0,0,26748.43196935935,20113.197055550507
0,73,54957.39550018188,56043.095200940894,-0.0075,0.9388454229522102,180072.86743479187,91936.22189287728,100375.0,0,5,25000.0,0,26748.43196935935,21463.743561311447
0,74,55188.725945998885,57585.59143296514,-0.0075,0.9313454229522102,180072.86743479187,121321.08791643815,100375.0,0,5,25000.0,0,26748.43196935935,22814.290067072387
0,75,55310.72202388314,59082.95777607301,-0.0075,0.9238454229522103,180072.86743479187,106321.08791643815,100375.0,0,5,25000.0,0,26748.43196935935,24164.836572833326
0,76,56160.55250348178,59588.619964520054,-0.0075,0.9163454229522103,180072.86743479187,106321.08791643815,100375.0,0,5,25000.0,0,26748.43196935935,25515.383078594266
0,77,56994.12434927578,58535.29871615316,-0.0075,0.9088454229522104,180072.86743479187,106321.08791643815,100375.0,0,5,25000.0,0,26748.43196935935,26865.929584355206
0,78,56390.36532076765,56309.68847711245,-0.0075,0.9013454229522104,180072.86743479187,110310.34196926396,100375.0,0,5,25000.0,0,26748.43196935935,28216.476090116146
0,79,55087.521523902215,55922.51881208736,0.0014327346827355577,0.902778157634946,180072.86743479187,110310.34196926396,100375.0,0,5,25000.0,0,27006.42861195282,28216.476090116146
0,80,55888.45935266925,56102.59124589792,-0.0075,0.895278157634946,180072.86743479187,110310.34196926396,100375.0,0,5,25000.0,0,27006.42861195282,29567.022595877086
0,81,55248.59622822273,54893.71843064184,-0.0038167914970296635,0.8914613661379164,180072.86743479187,110310.34196926396,100375.0,0,5,25000.0,0,27006.42861195282,30254.32318514795
0,82,55206.76647878143,54361.90861772671,0.006464816152494244,0.8979261822904107,180072.86743479187,110310.34196926396,100375.0,0,5,25000.0,0,28170.566593971216,30254.32318514795
0,83,55762.949289338656,53988.104155866386,0.0075,0.9054261822904106,180072.86743479187,110310.34196926396,100375.0,0,5,25000.0,0,29521.113099732156,30254.32318514795
0,84,55270.775158667835,54223.54132832164,0.0075,0.9129261822904106,180072.86743479187,133019.72566470038,100375.0,0,5,25000.0,0,30871.659605493096,30254.32318514795
0,85,55534.27629643768,55643.93110186377,0.0075,0.9204261822904105,180072.86743479187,159383.03580502566,100375.0,0,5,25000.0,0,32222.206111254036,30254.32318514795
0,86,55273.22159521341,56452.18496243973,-0.001970651664156288,0.9184555306262542,180072.86743479187,161705.0594180286,100375.0,0,5,25000.0,0,32222.206111254036,30609.184081027717
0,87,56556.62899014736,58669.925327591685,-0.0075,0.9109555306262542,180072.86743479187,161705.0594180286,100375.0,0,5,25000.0,0,32222.206111254036,31959.730586788657
0,88,56926.16690485355,58504.6826820822,-0.0075,0.9034555306262543,189096.99947609345,161705.0594180286,100375.0,0,5,25000.0,0,32222.206111254036,33310.27709254959
0,89,57065.520718552216,58844.96519901944,-0.0075,0.8959555306262543,189096.99947609345,161705.0594180286,100375.0,0,5,25000.0,0,32222.206111254036,34728.50458862029
0,90,58144.76762090009,58456.533985392016,-0.0075,0.8884555306262544,189096.99947609345,161705.0594180286,100375.0,0,5,25000.0,0,32222.206111254036,36146.73208469099
0,91,57624.59743125383,58894.193302908345,-0.0053333022544551105,0.8831222283717992,189096.99947609345,173945.2309173187,100375.0,0,5,25000.0,0,32222.206111254036,37155.24353830754
0,92,57597.23365205866,57467.80316413611,-0.0075,0.8756222283717993,189096.99947609345,153945.2309173187,100375.0,0,5,25000.0,0,32222.206111254036,38573.47103437824
0,93,57416.74846903969,58399.44726601874,0.0022522261300450485,0.8778744545018443,189096.99947609345,143945.2309173187,100375.0,0,5,25000.0,0,32648.095314587208,38573.47103437824
0,94,57172.40364736339,56626.12703644,-0.0075,0.8703744545018444,189096.99947609345,143945.2309173187,100375.0,0,5,25000.0,0,32648.095314587208,39991.69853044894
0,95,56828.27596173574,55668.95807669647,0.0075,0.8778744545018443,189096.99947609345,143945.2309173187,100375.0,0,5,25000.0,0,34066.32281065791,39991.69853044894
0,96,57472.56065136162,56197.419298797395,0.0075,0.8853744545018443,189096.99947609345,143945.2309173187,100375.0,0,5,25000.0,0,35484.55030672861,39991.69853044894
0,97,57402.400563978365,57070.755490579904,0.0075,0.8928744545018442,199499.30019882062,143945.2309173187,100375.0,0,5,25000.0,0,36902.77780279931,39991.69853044894
0,98,57023.113088105,57159.366542093536,0.005811121134592332,0.8986855756364366,199499.30019882062,143945.2309173187,100375.0,0,5,25000.0,0,38062.092402521055,39991.69853044894
0,99,57022.964478242146,57557.37788551656,-0.002383746745832075,0.8963018288906045,199499.30019882062,143945.2309173187,100375.0,0,5,25000.0,0,38062.092402521055,40467.254338093655
0,100,57291.72638855765,56383.28320652317,-0.0075,0.8888018288906046,201619.34554056206,143945.2309173187,100375.0,0,5,25000.0,0,38062.092402521055,41963.49908958481
0,101,56307.990008590685,55226.960223206064,0.0075,0.8963018288906045,201619.34554056206,143945.2309173187,100375.0,0,5,25000.0,0,39574.23749407527,41963.49908958481
0,102,55934.12633397871,53739.78765693845,0.0075,0.9038018288906045,201619.34554056206,143945.2309173187,100375.0,0,5,25000.0,0,41086.382585629486,41963.49908958481
0,103,56133.309988819754,53968.90345788953,0.0075,0.9113018288906044,201619.34554056206,133945.2309173187,100375.0,0,5,25000.0,0,42598.5276771837,41963.49908958481
0,104,55936.102066708205,54251.73837648754,0.0075,0.9188018288906044,211052.55521550632,133945.2309173187,100375.0,0,5,25000.0,0,44110.67276873792,41963.49908958481
0,105,56609.52834949874,54770.30100005637,0.0075,0.9263018288906043,211052.55521550632,133945.2309173187,100375.0,0,5,25000.0,0,45693.56693285421,41963.49908958481
0,106,56174.49641250898,55773.99117248105,0.0075,0.9338018288906043,211052.55521550632,133945.2309173187,100375.0,0,5,25000.0,0,47276.46109697051,41963.49908958481
0,107,56407.2550712004,55418.25546189753,0.0071808603187347424,0.940982689209339,211052.55521550632,133945.2309173187,100375.0,0,5,25000.0,0,48792.00001588511,41963.49908958481
0,108,56614.42740896571,55820.39530849441,0.0075,0.948482689209339,231438.06721535788,123945.2309173187,100375.0,0,5,25000.0,0,50374.89418000141,41963.49908958481
0,109,56176.6076623212,55148.141877082264,0.0075,0.9559826892093389,231438.06721535788,123945.2309173187,100375.0,0,5,25000.0,0,52110.67968411659,41963.49908958481
0,110,55881.90667049454,53771.64834316817,0.0075,0.9634826892093389,231438.06721535788,131767.05900229054,100375.0,0,5,25000.0,0,53846.46518823178,41963.49908958481
0,111,56010.45673228474,53390.910766574205,0.0075,0.9709826892093388,231438.06721535788,145785.83984029305,100375.0,0,5,25000.0,0,55582.25069234696,41963.49908958481
0,112,55193.69452641235,51620.42721330282,0.0075,0.9784826892093388,231438.06721535788,125785.83984029305,100375.0,0,5,25000.0,0,57318.03619646215,41963.49908958481
0,113,54890.62478164591,51465.22536783938,0.0075,0.9859826892093387,231438.06721535788,128200.5262337934,100375.0,0,5,25000.0,0,59053.82170057733,41963.49908958481
0,114,54720.00214891166,51419.87904639444,0.0075,0.9934826892093387,231438.06721535788,128200.5262337934,100375.0,0,5,25000.0,0,60789.60720469252,41963.49908958481
0,115,54826.11209499473,51575.68569660185,0.0075,1.0009826892093387,231438.06721535788,128200.5262337934,100375.0,0,5,25000.0,0,62525.3927088077,41963.49908958481
0,116,54822.45678799185,52074.49400229475,0.0075,1.0084826892093388,231438.06721535788,128200.5262337934,100375.0,0,5,25000.0,0,64261.17821292289,41963.49908958481
0,117,55366.22907760294,53800.6596119066,0.0075,1.0159826892093389,231438.06721535788,128200.5262337934,100375.0,0,5,25000.0,0,65996.96371703807,41963.49908958481
0,118,54548.353066527096,53619.75320240284,0.0075,1.023482689209339,231438.06721535788,123200.5262337934,100375.0,0,5,25000.0,0,67732.74922115325,41963.49908958481
0,119,54038.80440926456,50988.02166282355,0.0075,1.030982689209339,231438.06721535788,108200.5262337934,100375.0,0,5,25000.0,0,69468.53472526843,41963.49908958481
0,120,53865.522594377595,50870.111714026774,0.0075,1.038482689209339,231438.06721535788,108200.5262337934,100375.0,0,5,25000.0,0,71204.32022938361,41963.49908958481
0,121,53301.45874951367,49916.09027567368,0.0075,1.0459826892093391,231438.06721535788,108200.5262337934,100375.0,0,5,25000.0,0,72940.10573349879,41963.49908958481
0,122,53460.22559255746,50466.670982198004,0.0075,1.0534826892093392,231438.06721535788,108200.5262337934,100375.0,0,5,25000.0,0,74675.89123761396,41963.49908958481
0,123,53709.12692644726,50197.58757202008,0.0075,1.0609826892093392,241862.39180406815,108200.5262337934,100375.0,0,5,25000.0,0,76411.67674172914,41963.49908958481
0,124,53106.00994323269,49514.132258271035,0.0075,1.0684826892093393,241862.39180406815,108200.5262337934,100375.0,0,5,25000.0,0,78225.64468025965,41963.49908958481
0,125,52332.94093112131,48083.48549552176,0.0075,1.0759826892093394,241862.39180406815,108200.5262337934,100375.0,0,5,25000.0,0,80039.61261879015,41963.49908958481
0,126,52267.074895278995,49270.517164552424,0.0075,1.0834826892093394,241862.39180406815,108200.5262337934,100375.0,0,5,25000.0,0,81853.58055732066,41963.49908958481
0,127,51224.081954423345,48594.33646519688,0.0075,1.0909826892093395,241862.39180406815,108200.5262337934,100375.0,0,5,25000.0,0,83667.54849585117,41963.49908958481
0,128,51651.05696497152,49108.98960800062,0.0075,1.0984826892093396,241862.39180406815,108200.5262337934,100375.0,0,5,25000.0,0,85481.51643438167,41963.49908958481
0,129,52574.80599781571,49675.081327485284,0.0075,1.1059826892093396,243458.31541137252,98200.5262337934,100375.0,0,5,25000.0,0,87295.48437291218,41963.49908958481
0,130,52355.66412336596,51823.422018719364,0.0075,1.1134826892093397,243458.31541137252,98200.5262337934,100375.0,0,5,25000.0,0,89121.42173849748,41963.49908958481
0,131,52707.025306253854,52377.00491999023,0.0075,1.1209826892093397,243458.31541137252,98200.5262337934,100375.0,0,5,25000.0,0,90947.35910408277,41963.49908958481
0,132,53005.3500247616,53012.793795305945,0.006300864029315097,1.127283553238655,243458.31541137252,98200.5262337934,100375.0,0,5,25000.0,0,92481.35684629594,41963.49908958481
0,133,52278.069438246086,51206.84541899665,-0.000140414605822956,1.1271431386328319,243458.31541137252,98200.5262337934,100375.0,0,5,25000.0,0,92481.35684629594,41997.68419297762
0,134,51786.55626240678,50599.462036132696,0.0075,1.134643138632832,243458.31541137252,78200.5262337934,100375.0,0,5,25000.0,0,94307.29421188124,41997.68419297762
0,135,52060.9329270408,50842.13825606535,0.0075,1.142143138632832,243458.31541137252,78200.5262337934,100375.0,0,5,25000.0,0,96133.23157746653,41997.68419297762
0,136,51857.208491055535,49546.168562505045,0.0075,1.149643138632832,243458.31541137252,78200.5262337934,100375.0,0,5,25000.0,0,97959.16894305183,41997.68419297762
0,137,51530.94826629574,49956.74246245997,0.0075,1.1571431386328321,243458.31541137252,80684.92723335847,100375.0,0,5,25000.0,0,99785.10630863713,41997.68419297762
0,138,52190.875009127485,50114.93835098209,0.0075,1.1646431386328322,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,101611.04367422243,41997.68419297762
0,139,52564.325243082094,50291.67479835815,0.0075,1.1721431386328323,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,103451.08113441782,41997.68419297762
0,140,51957.31234170897,49759.46591403009,0.0075,1.1796431386328323,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,105291.11859461322,41997.68419297762
0,141,51806.412569024396,50639.9270536006,0.0075,1.1871431386328324,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,107131.15605480861,41997.68419297762
0,142,51599.615593063776,49734.29950839691,0.0075,1.1946431386328324,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,108971.19351500401,41997.68419297762
0,143,50953.53791970676,49718.72038828822,0.0075,1.2021431386328325,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,110811.2309751994,41997.68419297762
0,144,50838.08491657988,49616.1879908979,0.0075,1.2096431386328326,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,112651.2684353948,41997.68419297762
0,145,51832.6861069958,50478.506400461934,0.0075,1.2171431386328326,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,114491.3058955902,41997.68419297762
0,146,51857.88054322099,50848.69092969298,0.0075,1.2246431386328327,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,116331.34335578559,41997.68419297762
0,147,52634.624487658824,51396.01145753739,0.0075,1.2321431386328328,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,118171.38081598099,41997.68419297762
0,148,52602.976670864926,51488.5338920083,0.0075,1.2396431386328328,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,120011.41827617638,41997.68419297762
0,149,52264.68631705349,51437.82423581901,0.0075,1.2471431386328329,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,121851.45573637178,41997.68419297762
0,150,51806.36434918958,49845.12861037987,0.0075,1.254643138632833,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,123691.49319656717,41997.68419297762
0,151,51430.3215981794,50519.5764435018,0.0075,1.262143138632833,245338.32802605303,80684.92723335847,100375.0,0,5,25000.0,0,125531.53065676257,41997.68419297762
0,152,51672.021421169266,50738.75454494896,0.0075,1.269643138632833,245338.32802605303,83028.4180472983,100375.0,0,5,25000.0,0,127371.56811695796,41997.68419297762
0,153,51000.361500219806,50585.94770110746,0.0075,1.2771431386328331,245338.32802605303,83028.4180472983,100375.0,0,5,25000.0,0,129211.60557715336,41997.68419297762
0,154,50841.13975732229,51955.351915010746,0.0075,1.2846431386328332,245338.32802605303,78028.4180472983,100375.0,0,5,25000.0,0,131051.64303734875,41997.68419297762
0,155,50218.82029799674,52563.86201598841,-0.0075,1.2771431386328331,245338.32802605303,78028.4180472983,100375.0,0,5,25000.0,0,131051.64303734875,43837.721653173016
0,156,50388.71161115324,53270.94806612799,-0.0075,1.269643138632833,245338.32802605303,78028.4180472983,100375.0,0,5,25000.0,0,131051.64303734875,45677.75911336841
0,157,50754.938845859666,52769.97823758081,-0.0075,1.262143138632833,245338.32802605303,83749.33803248072,100375.0,0,5,25000.0,0,131051.64303734875,47517.796573563806
0,158,50340.48388577971,52127.72945087271,-0.0075,1.254643138632833,245338.32802605303,83749.33803248072,100375.0,0,5,25000.0,0,131051.64303734875,49357.8340337592
0,159,50518.739284508934,52098.427616278444,-0.0075,1.2471431386328329,245338.32802605303,92147.83468167965,100375.0,0,5,25000.0,0,131051.64303734875,51197.8714939546
0,160,51891.79711146829,52800.471126427656,-0.0075,1.2396431386328328,245338.32802605303,96750.20169646658,100375.0,0,5,25000.0,0,131051.64303734875,53037.90895414999
0,161,51565.89870894056,53426.54975564,-0.0075,1.2321431386328328,245338.32802605303,91750.20169646658,100375.0,0,5,25000.0,0,131051.64303734875,54877.94641434539
0,162,51278.262821287804,52682.95197047598,-0.0075,1.2246431386328327,245338.32802605303,91750.20169646658,100375.0,0,5,25000.0,0,131051.64303734875,56717.98387454078
0,163,51178.755240157945,52398.20902365045,-0.0075,1.2171431386328326,245338.32802605303,91750.20169646658,100375.0,0,5,25000.0,0,131051.64303734875,58558.02133473618
0,164,50959.56580257189,53198.06763162394,-0.0075,1.2096431386328326,245338.32802605303,91750.20169646658,100375.0,0,5,25000.0,0,131051.64303734875,60398.058794931574
0,165,50763.36508279689,50557.129847307886,-0.0075,1.2021431386328325,245338.32802605303,91750.20169646658,100375.0,0,5,25000.0,0,131051.64303734875,62238.09625512697
