step,mark_price,index_price,funding_rate,cum_funding,insurance_fund,liquidations,positions_alive,insolvent,iota_violated,leverage_violated
62,47499.78333333333,47539.8,-0.0008417508417509132,-0.04957705637658537,100000.0,0,40,False,False,False
63,47459.76666666666,47499.78333333333,-0.0008424599831508718,-0.05041951635973624,100000.0,0,40,False,False,False
64,47419.75,47459.76666666666,-0.0008431703204046401,-0.051262686680140876,100000.0,0,40,False,False,False
65,47379.73333333333,47419.75,-0.000843881856540156,-0.05210656853668103,100000.0,0,40,False,False,False
66,47339.71666666667,47379.73333333333,-0.0008445945945945128,-0.05295116313127554,100000.0,0,40,False,False,False
67,47299.7,47339.71666666667,-0.0008453085376163016,-0.05379647166889184,100000.0,0,40,False,False,False
68,47259.683333333334,47299.7,-0.0008460236886632006,-0.05464249535755504,100000.0,0,40,False,False,False
69,47219.666666666664,47259.683333333334,-0.0008467400508044749,-0.05548923540835952,100000.0,0,40,False,False,False
70,47179.65,47219.666666666664,-0.000847457627118562,-0.05633669303547808,100000.0,0,40,False,False,False
71,47139.63333333333,47179.65,-0.0008481764206955766,-0.057184869456173654,100000.0,0,40,False,False,False
72,47099.61666666667,47139.63333333333,-0.0008488964346348922,-0.058033765890808546,100000.0,0,40,False,False,False
73,47059.6,47059.6,0.0,-0.058033765890808546,100000.0,0,40,False,False,False
74,47020.38366666667,47059.6,-0.0008333333333332649,-0.05886709922414181,100000.0,0,40,False,False,False
75,46981.16733333333,47020.38366666667,-0.0008340283569642229,-0.05970112758110603,100000.0,0,40,False,False,False
76,46941.951,46981.16733333333,-0.000834724540901434,-0.06053585212200747,100000.0,0,40,False,False,False
77,46902.73466666666,46941.951,-0.0008354218880535534,-0.06137127401006102,100000.0,0,40,False,False,False
78,46863.51833333333,46902.73466666666,-0.000836120401337724,-0.06220739441139874,100000.0,0,40,False,False,False
79,46824.301999999996,46863.51833333333,-0.0008368200836820949,-0.06304421449508084,100000.0,0,40,False,False,False
80,46785.085666666666,46824.301999999996,-0.0008375209380233819,-0.06388173543310421,100000.0,0,40,False,False,False
81,46745.86933333333,46785.085666666666,-0.0008382229673093909,-0.0647199584004136,100000.0,0,40,False,False,False
82,46706.653,46745.86933333333,-0.0008389261744965754,-0.06555888457491017,100000.0,0,40,False,False,False
83,46667.43666666666,46706.653,-0.0008396305625525637,-0.06639851513746274,100000.0,0,40,False,False,False
84,46628.22033333333,46667.43666666666,-0.0008403361344537126,-0.06723885127191645,100000.0,0,40,False,False,False
85,46589.004,46628.22033333333,-0.0008410428931874836,-0.06807989416510393,100000.0,0,40,False,False,False
86,46549.78766666666,46589.004,-0.0008417508417509288,-0.06892164500685487,100000.0,0,40,False,False,False
87,46510.57133333333,46549.78766666666,-0.0008424599831507312,-0.0697641049900056,100000.0,0,40,False,False,False
88,46471.354999999996,46510.57133333333,-0.000843170320404809,-0.0706072753104104,100000.0,0,40,False,False,False
89,46432.138666666666,46471.354999999996,-0.0008438818565400151,-0.07145115716695041,100000.0,0,40,False,False,False
90,46392.92233333333,46432.138666666666,-0.0008445945945946819,-0.0722957517615451,100000.0,0,40,False,False,False
91,46353.706,46392.92233333333,-0.0008453085376161606,-0.07314106029916126,100000.0,0,40,False,False,False
92,46314.48966666666,46353.706,-0.00084602368866337,-0.07398708398782462,100000.0,0,40,False,False,False
93,46275.27333333333,46314.48966666666,-0.0008467400508043336,-0.07483382403862895,100000.0,0,40,False,False,False
94,46236.05699999999,46275.27333333333,-0.0008474576271187318,-0.07568128166574768,100000.0,0,40,False,False,False
95,46196.84066666666,46236.05699999999,-0.0008481764206954352,-0.07652945808644311,100000.0,0,40,False,False,False
96,46157.624333333326,46196.84066666666,-0.0008488964346350623,-0.07737835452107818,100000.0,0,40,False,False,False
97,46118.407999999996,46118.407999999996,0.0,-0.07737835452107818,100000.0,0,40,False,False,False
98,46079.975993333326,46118.407999999996,-0.0008333333333333975,-0.07821168785441157,100000.0,0,40,False,False,False
99,46041.543986666664,46079.975993333326,-0.0008340283569640432,-0.07904571621137561,100000.0,0,40,False,False,False
100,46003.111979999994,46041.543986666664,-0.0008347245409015667,-0.07988044075227718,100000.0,0,40,False,False,False
101,45964.67997333333,46003.111979999994,-0.0008354218880533732,-0.08071586264033055,100000.0,0,40,False,False,False
102,45926.24796666666,45964.67997333333,-0.0008361204013378569,-0.08155198304166841,100000.0,0,40,False,False,False
103,45887.81595999999,45926.24796666666,-0.0008368200836820728,-0.08238880312535049,100000.0,0,40,False,False,False
104,45849.38395333333,45887.81595999999,-0.0008375209380233566,-0.08322632406337385,100000.0,0,40,False,False,False
105,45810.95194666666,45849.38395333333,-0.0008382229673093688,-0.08406454703068322,100000.0,0,40,False,False,False
106,45772.51994,45810.95194666666,-0.0008389261744965501,-0.08490347320517977,100000.0,0,40,False,False,False
107,45734.08793333333,45772.51994,-0.0008396305625525415,-0.08574310376773231,100000.0,0,40,False,False,False
108,45695.655926666666,45734.08793333333,-0.0008403361344536871,-0.08658343990218599,100000.0,0,40,False,False,False
109,45657.22392,45695.655926666666,-0.0008410428931876173,-0.08742448279537361,100000.0,0,40,False,False,False
110,45618.79191333333,45657.22392,-0.0008417508417509065,-0.08826623363712452,100000.0,0,40,False,False,False
111,45580.359906666665,45618.79191333333,-0.0008424599831507057,-0.08910869362027522,100000.0,0,40,False,False,False
112,45541.927899999995,45580.359906666665,-0.0008431703204047867,-0.08995186394068001,100000.0,0,40,False,False,False
113,45503.49589333333,45541.927899999995,-0.0008438818565399896,-0.09079574579722001,100000.0,0,40,False,False,False
114,45465.06388666666,45503.49589333333,-0.0008445945945946596,-0.09164034039181466,100000.0,0,40,False,False,False
115,45426.63188,45465.06388666666,-0.000845308537616135,-0.0924856489294308,100000.0,0,40,False,False,False
116,45388.19987333333,45426.63188,-0.0008460236886633476,-0.09333167261809415,100000.0,0,40,False,False,False
117,45349.76786666666,45388.19987333333,-0.0008467400508044682,-0.09417841266889862,100000.0,0,40,False,False,False
118,45311.33586,45349.76786666666,-0.0008474576271185489,-0.09502587029601717,100000.0,0,40,False,False,False
119,45272.90385333333,45311.33586,-0.0008481764206955699,-0.09587404671671274,100000.0,0,40,False,False,False
120,45234.47184666667,45272.90385333333,-0.0008488964346348792,-0.09672294315134762,100000.0,0,40,False,False,False
121,45196.03984,45196.03984,0.0,-0.09672294315134762,100000.0,0,40,False,False,False
122,45158.37647346666,45196.03984,-0.0008333333333333846,-0.097556276484681,100000.0,0,40,False,False,False
123,45120.71310693333,45158.37647346666,-0.000834028356964027,-0.09839030484164503,100000.0,0,40,False,False,False
124,45083.0497404,45120.71310693333,-0.0008347245409015538,-0.09922502938254658,100000.0,0,40,False,False,False
125,45045.38637386666,45083.0497404,-0.0008354218880535183,-0.1000604512706001,100000.0,0,40,False,False,False
126,45007.723007333334,45045.38637386666,-0.0008361204013376826,-0.10089657167193779,100000.0,0,40,False,False,False
127,44970.0596408,45007.723007333334,-0.0008368200836820598,-0.10173339175561985,100000.0,0,40,False,False,False
128,44932.39627426666,44970.0596408,-0.0008375209380235021,-0.10257091269364335,100000.0,0,40,False,False,False
129,44894.732907733334,44932.39627426666,-0.0008382229673091939,-0.10340913566095254,100000.0,0,40,False,False,False
130,44857.0695412,44894.732907733334,-0.0008389261744966958,-0.10424806183544924,100000.0,0,40,False,False,False
131,44819.40617466666,44857.0695412,-0.0008396305625525285,-0.10508769239800177,100000.0,0,40,False,False,False
132,44781.742808133335,44819.40617466666,-0.0008403361344536709,-0.10592802853245543,100000.0,0,40,False,False,False
133,44744.0794416,44781.742808133335,-0.0008410428931876042,-0.10676907142564304,100000.0,0,40,False,False,False
134,44706.41607506666,44744.0794416,-0.0008417508417508935,-0.10761082226739394,100000.0,0,40,False,False,False
135,44668.752708533335,44706.41607506666,-0.0008424599831506894,-0.10845328225054462,100000.0,0,40,False,False,False
136,44631.089342,44668.752708533335,-0.0008431703204047735,-0.1092964525709494,100000.0,0,40,False,False,False
137,44593.425975466664,44631.089342,-0.0008438818565401362,-0.11014033442748954,100000.0,0,40,False,False,False
138,44555.762608933335,44593.425975466664,-0.0008445945945944834,-0.11098492902208403,100000.0,0,40,False,False,False
139,44518.0992424,44555.762608933335,-0.0008453085376162818,-0.11183023755970031,100000.0,0,40,False,False,False
140,44480.435875866664,44518.0992424,-0.0008460236886633346,-0.11267626124836365,100000.0,0,40,False,False,False
141,44442.772509333336,44480.435875866664,-0.0008467400508042916,-0.11352300129916794,100000.0,0,40,False,False,False
142,44405.1091428,44442.772509333336,-0.0008474576271186961,-0.11437045892628664,100000.0,0,40,False,False,False
143,44367.445776266664,44405.1091428,-0.0008481764206955568,-0.11521863534698219,100000.0,0,40,False,False,False
144,44329.782409733336,44367.445776266664,-0.0008488964346348627,-0.11606753178161705,100000.0,0,40,False,False,False
145,44292.1190432,44292.1190432,0.0,-0.11606753178161705,100000.0,0,40,False,False,False
146,44255.208943997335,44292.1190432,-0.0008333333333332991,-0.11690086511495035,100000.0,0,40,False,False,False
147,44218.29884479467,44255.208943997335,-0.0008340283569641025,-0.11773489347191445,100000.0,0,40,False,False,False
148,44181.388745592,44218.29884479467,-0.0008347245409016327,-0.11856961801281608,100000.0,0,40,False,False,False
149,44144.47864638933,44181.388745592,-0.0008354218880534327,-0.11940503990086952,100000.0,0,40,False,False,False
150,44107.56854718667,44144.47864638933,-0.0008361204013377584,-0.12024116030220729,100000.0,0,40,False,False,False
151,44070.658447984,44107.56854718667,-0.000836820083681974,-0.12107798038588927,100000.0,0,40,False,False,False
152,44033.74834878134,44070.658447984,-0.0008375209380234161,-0.12191550132391268,100000.0,0,40,False,False,False
153,43996.838249578665,44033.74834878134,-0.000838222967309435,-0.12275372429122212,100000.0,0,40,False,False,False
154,43959.928150376,43996.838249578665,-0.0008389261744966099,-0.12359265046571874,100000.0,0,40,False,False,False
155,43923.018051173334,43959.928150376,-0.0008396305625524424,-0.12443228102827118,100000.0,0,40,False,False,False
156,43886.10795197067,43923.018051173334,-0.000840336134453747,-0.12527261716272492,100000.0,0,40,False,False,False
157,43849.197852768004,43886.10795197067,-0.0008410428931875179,-0.12611366005591243,100000.0,0,40,False,False,False
158,43812.28775356533,43849.197852768004,-0.000841750841750973,-0.1269554108976634,100000.0,0,40,False,False,False
159,43775.37765436267,43812.28775356533,-0.0008424599831507658,-0.12779787088081418,100000.0,0,40,False,False,False
160,43738.46755516,43775.37765436267,-0.0008431703204046871,-0.12864104120121886,100000.0,0,40,False,False,False
161,43701.557455957336,43738.46755516,-0.0008438818565400497,-0.1294849230577589,100000.0,0,40,False,False,False
162,43664.64735675466,43701.557455957336,-0.0008445945945947264,-0.13032951765235365,100000.0,0,40,False,False,False
163,43627.737257552,43664.64735675466,-0.0008453085376161953,-0.13117482618996984,100000.0,0,40,False,False,False
164,43590.82715834933,43627.737257552,-0.0008460236886632478,-0.13202084987863308,100000.0,0,40,False,False,False
165,43553.91705914667,43590.82715834933,-0.0008467400508043683,-0.13286758992943745,100000.0,0,40,False,False,False
166,43517.006959944,43553.91705914667,-0.0008474576271186092,-0.13371504755655605,100000.0,0,40,False,False,False
167,43480.09686074133,43517.006959944,-0.0008481764206956369,-0.13456322397725168,100000.0,0,40,False,False,False
168,43443.186761538665,43480.09686074133,-0.0008488964346349397,-0.1354121204118866,100000.0,0,40,False,False,False
169,43406.276662336,43406.276662336,0.0,-0.1354121204118866,100000.0,0,40,False,False,False
170,43370.10476511739,43406.276662336,-0.0008333333333333393,-0.13624545374521996,100000.0,0,40,False,False,False
171,43333.93286789877,43370.10476511739,-0.0008340283569641428,-0.1370794821021841,100000.0,0,40,False,False,False
172,43297.76097068016,43333.93286789877,-0.0008347245409015085,-0.1379142066430856,100000.0,0,40,False,False,False
173,43261.589073461546,43297.76097068016,-0.000835421888053473,-0.13874962853113906,100000.0,0,40,False,False,False
174,43225.41717624293,43261.589073461546,-0.0008361204013377987,-0.13958574893247686,100000.0,0,40,False,False,False
175,43189.24527902432,43225.41717624293,-0.0008368200836820144,-0.14042256901615888,100000.0,0,40,False,False,False
176,43153.073381805705,43189.24527902432,-0.0008375209380234567,-0.14126008995418232,100000.0,0,40,False,False,False
177,43116.90148458709,43153.073381805705,-0.0008382229673093104,-0.14209831292149164,100000.0,0,40,False,False,False
178,43080.72958736848,43116.90148458709,-0.0008389261744966503,-0.1429372390959883,100000.0,0,40,False,False,False
179,43044.557690149864,43080.72958736848,-0.000839630562552483,-0.14377686965854078,100000.0,0,40,False,False,False
180,43008.38579293125,43044.557690149864,-0.0008403361344537876,-0.14461720579299456,100000.0,0,40,False,False,False
181,42972.213895712644,43008.38579293125,-0.0008410428931873895,-0.14545824868618196,100000.0,0,40,False,False,False
182,42936.04199849403,42972.213895712644,-0.0008417508417508478,-0.1462999995279328,100000.0,0,40,False,False,False
183,42899.87010127542,42936.04199849403,-0.0008424599831508064,-0.1471424595110836,100000.0,0,40,False,False,False
184,42863.698204056804,42899.87010127542,-0.0008431703204047278,-0.14798562983148833,100000.0,0,40,False,False,False
185,42827.52630683819,42863.698204056804,-0.0008438818565400904,-0.1488295116880284,100000.0,0,40,False,False,False
186,42791.35440961958,42827.52630683819,-0.0008445945945946006,-0.149674106282623,100000.0,0,40,False,False,False
187,42755.18251240096,42791.35440961958,-0.0008453085376162359,-0.15051941482023926,100000.0,0,40,False,False,False
188,42719.01061518235,42755.18251240096,-0.0008460236886632886,-0.15136543850890255,100000.0,0,40,False,False,False
189,42682.838717963736,42719.01061518235,-0.0008467400508044091,-0.15221217855970695,100000.0,0,40,False,False,False
190,42646.66682074512,42682.838717963736,-0.0008474576271186501,-0.1530596361868256,100000.0,0,40,False,False,False
191,42610.49492352651,42646.66682074512,-0.0008481764206955107,-0.15390781260752112,100000.0,0,40,False,False,False
192,42574.323026307895,42610.49492352651,-0.0008488964346349806,-0.1547567090421561,100000.0,0,40,False,False,False
193,42538.15112908928,42538.15112908928,0.0,-0.1547567090421561,100000.0,0,40,False,False,False
194,42502.702669815044,42538.15112908928,-0.000833333333333247,-0.15559004237548935,100000.0,0,40,False,False,False
195,42467.2542105408,42502.702669815044,-0.0008340283569642214,-0.15642407073245357,100000.0,0,40,False,False,False
196,42431.805751266555,42467.2542105408,-0.0008347245409015873,-0.15725879527335515,100000.0,0,40,False,False,False
197,42396.35729199232,42431.805751266555,-0.0008354218880533804,-0.15809421716140853,100000.0,0,40,False,False,False
198,42360.90883271808,42396.35729199232,-0.000836120401337706,-0.15893033756274624,100000.0,0,40,False,False,False
199,42325.460373443835,42360.90883271808,-0.0008368200836820933,-0.15976715764642835,100000.0,0,40,False,False,False
200,42290.01191416959,42325.460373443835,-0.0008375209380235357,-0.16060467858445188,100000.0,0,40,False,False,False
201,42254.56345489535,42290.0119141696,-0.0008382229673093894,-0.16144290155176128,100000.0,0,40,False,False,False
202,42219.114995621116,42254.56345489535,-0.0008389261744965573,-0.16228182772625782,100000.0,0,40,False,False,False
203,42183.66653634687,42219.114995621116,-0.0008396305625525621,-0.1631214582888104,100000.0,0,40,False,False,False
204,42148.218077072626,42183.66653634687,-0.0008403361344538669,-0.16396179442326425,100000.0,0,40,False,False,False
205,42112.76961779839,42148.218077072626,-0.0008410428931874655,-0.1648028373164517,100000.0,0,40,False,False,False
206,42077.32115852415,42112.76961779839,-0.0008417508417507545,-0.16564458815820246,100000.0,0,40,False,False,False
207,42041.87269924991,42077.321158524144,-0.0008424599831507131,-0.16648704814135318,100000.0,0,40,False,False,False
208,42006.42423997566,42041.87269924991,-0.0008431703204048074,-0.167330218461758,100000.0,0,40,False,False,False
209,41970.975780701425,42006.42423997566,-0.000843881856539997,-0.168174100318298,100000.0,0,40,False,False,False
210,41935.52732142719,41970.975780701425,-0.000844594594594507,-0.1690186949128925,100000.0,0,40,False,False,False
211,41900.07886215294,41935.52732142719,-0.0008453085376163157,-0.16986400345050884,100000.0,0,40,False,False,False
212,41864.6304028787,41900.07886215294,-0.0008460236886633685,-0.17071002713917222,100000.0,0,40,False,False,False
213,41829.18194360446,41864.6304028787,-0.0008467400508043153,-0.17155676718997653,100000.0,0,40,False,False,False
214,41793.73348433022,41829.18194360446,-0.0008474576271185562,-0.17240422481709508,100000.0,0,40,False,False,False
215,41758.28502505598,41793.73348433022,-0.0008481764206955907,-0.17325240123779068,100000.0,0,40,False,False,False
216,41722.836565781734,41758.28502505598,-0.0008488964346350607,-0.17410129767242574,100000.0,0,40,False,False,False
217,41687.3881065075,41687.3881065075,0.0,-0.17410129767242574,100000.0,0,40,False,False,False
218,41652.64861641874,41687.3881065075,-0.0008333333333334075,-0.17493463100575915,100000.0,0,40,False,False,False
219,41617.909126329985,41652.64861641874,-0.0008340283569640364,-0.17576865936272318,100000.0,0,40,False,False,False
220,41583.169636241226,41617.909126329985,-0.0008347245409015768,-0.17660338390362476,100000.0,0,40,False,False,False
221,41548.430146152474,41583.169636241226,-0.0008354218880533664,-0.17743880579167812,100000.0,0,40,False,False,False
222,41513.690656063714,41548.430146152474,-0.000836120401337867,-0.178274926193016,100000.0,0,40,False,False,False
223,41478.951165974955,41513.690656063714,-0.0008368200836820829,-0.17911174627669807,100000.0,0,40,False,False,False
224,41444.2116758862,41478.951165974955,-0.0008375209380233498,-0.17994926721472143,100000.0,0,40,False,False,False
225,41409.472185797444,41444.2116758862,-0.0008382229673093789,-0.1807874901820308,100563.42368896656,5,35,False,False,False
226,41374.73269570869,41409.472185797444,-0.0008389261744965433,-0.18162641635652735,100563.42368896656,0,35,False,False,False
227,41339.99320561993,41374.73269570869,-0.0008396305625525516,-0.1824660469190799,100563.42368896656,0,35,False,False,False
228,41305.25371553118,41339.99320561993,-0.0008403361344536803,-0.18330638305353356,100563.42368896656,0,35,False,False,False
229,41270.51422544242,41305.25371553118,-0.0008410428931876273,-0.18414742594672118,100563.42368896656,0,35,False,False,False
230,41235.77473535366,41270.51422544242,-0.0008417508417509167,-0.1849891767884721,100563.42368896656,0,35,False,False,False
231,41201.03524526491,41235.77473535366,-0.0008424599831506989,-0.1858316367716228,100563.42368896656,0,35,False,False,False
232,41166.29575517615,41201.03524526491,-0.0008431703204047968,-0.18667480709202758,100563.42368896656,0,35,False,False,False
233,41131.5562650874,41166.29575517615,-0.0008438818565399828,-0.18751868894856757,100563.42368896656,0,35,False,False,False
234,41096.81677499864,41131.5562650874,-0.0008445945945946698,-0.18836328354316226,100563.42368896656,0,35,False,False,False
235,41062.07728490989,41096.81677499864,-0.0008453085376161282,-0.1892085920807784,100563.42368896656,0,35,False,False,False
236,41027.33779482113,41062.07728490989,-0.0008460236886633578,-0.19005461576944174,100563.42368896656,0,35,False,False,False
237,40992.59830473237,41027.33779482113,-0.0008467400508044785,-0.19090135582024623,100563.42368896656,0,35,False,False,False
238,40957.858814643616,40992.59830473237,-0.0008474576271185421,-0.19174881344736477,100563.42368896656,0,35,False,False,False
239,40923.11932455486,40957.858814643616,-0.0008481764206955801,-0.19259698986806034,100563.42368896656,0,35,False,False,False
240,40888.379834466105,40923.11932455486,-0.0008488964346348724,-0.1934458863026952,100563.42368896656,0,35,False,False,False
241,40853.640344377345,40853.640344377345,0.0,-0.1934458863026952,100563.42368896656,0,35,False,False,False
242,40819.59564409036,40853.640344377345,-0.0008333333333334075,-0.19427921963602862,100563.42368896656,0,35,False,False,False
243,40785.550943803384,40819.59564409036,-0.0008340283569640329,-0.19511324799299265,100563.42368896656,0,35,False,False,False
244,40751.5062435164,40785.550943803384,-0.0008347245409015768,-0.19594797253389423,100563.42368896656,0,35,False,False,False
245,40717.46154322942,40751.5062435164,-0.0008354218880533629,-0.1967833944219476,100563.42368896656,0,35,False,False,False
246,40683.41684294244,40717.46154322942,-0.000836120401337867,-0.19761951482328546,100563.42368896656,0,35,False,False,False
247,40649.372142655455,40683.41684294244,-0.0008368200836820829,-0.19845633490696754,100563.42368896656,0,35,False,False,False
248,40615.32744236848,40649.372142655455,-0.0008375209380233463,-0.19929385584499087,100563.42368896656,0,35,False,False,False
249,40581.282742081494,40615.32744236848,-0.0008382229673093789,-0.20013207881230025,100563.42368896656,0,35,False,False,False
250,40547.23804179452,40581.282742081494,-0.0008389261744965398,-0.2009710049867968,100563.42368896656,0,35,False,False,False
251,40513.19334150753,40547.23804179452,-0.0008396305625525516,-0.20181063554934933,100563.42368896656,0,35,False,False,False
252,40479.148641220556,40513.19334150753,-0.0008403361344536767,-0.202650971683803,100563.42368896656,0,35,False,False,False
253,40445.10394093357,40479.148641220556,-0.0008410428931876274,-0.20349201457699062,100563.42368896656,0,35,False,False,False
254,40411.05924064659,40445.10394093357,-0.0008417508417509167,-0.20433376541874154,100563.42368896656,0,35,False,False,False
255,40377.01454035961,40411.05924064659,-0.0008424599831506953,-0.20517622540189223,100563.42368896656,0,35,False,False,False
256,40342.96984007263,40377.01454035961,-0.0008431703204047968,-0.20601939572229702,100563.42368896656,0,35,False,False,False
257,40308.92513978565,40342.96984007263,-0.0008438818565399792,-0.206863277578837,100563.42368896656,0,35,False,False,False
258,40274.880439498666,40308.92513978565,-0.0008445945945946698,-0.20770787217343167,100563.42368896656,0,35,False,False,False
259,40240.83573921169,40274.880439498666,-0.0008453085376161246,-0.2085531807110478,100563.42368896656,0,35,False,False,False
260,40206.791038924704,40240.83573921169,-0.0008460236886633578,-0.20939920439971116,100563.42368896656,0,35,False,False,False
